ProdGroupId,Language,SourceLang,ProdGroupName,AdminProdGroupName
999997826071167,KO,KO,Forms and Report ,Forms and Report 
999997826071168,KO,KO,Oracle Communications Billing and Revenue Management for Wireless Applications          ,Oracle Communications Billing and Revenue Management for Wireless Applications          
999997826071169,KO,KO,Siebel Employee Relationship Management    ,Siebel Employee Relationship Management    
999997826071170,KO,KO,JD Edwards EnterpriseOne SCM CRM   ,JD Edwards EnterpriseOne SCM CRM   
999997826071171,KO,KO,CRM Analytics (EPM) ,CRM Analytics (EPM) 
999997826071172,KO,KO,Siebel Professional Edition - Configurator     ,Siebel Professional Edition - Configurator     
999997826071173,KO,KO,Oracle Communications Billing and Revenue Management Server Extensions         ,Oracle Communications Billing and Revenue Management Server Extensions         
999997826071174,KO,KO,Oracle Communications Network Mediation Cartridges - Aggregation        ,Oracle Communications Network Mediation Cartridges - Aggregation        
999997826071175,KO,KO, Activity Hub B2C , Activity Hub B2C 
999997826071176,KO,KO,DG350L Green Servers ,DG350L Green Servers 
999997826071177,KO,KO,Siebel CRM Self Service  ,Siebel CRM Self Service  
999997826071178,KO,KO,Siebel Customer Order Management   ,Siebel Customer Order Management   
999997826071179,KO,KO,Siebel Professional Edition - Service Base     ,Siebel Professional Edition - Service Base     
999997826071180,KO,KO,Siebel On Demand ,Siebel On Demand 
999997826071181,KO,KO,DG 950 Green Servers ,DG 950 Green Servers 
999997826071182,KO,KO,DG 350 Green Servers ,DG 350 Green Servers 
999997826071183,KO,KO,Siebel Loyalty ,Siebel Loyalty 
999997826071184,KO,KO,Oracle Communications Network Mediation Cartridges - Distribution        ,Oracle Communications Network Mediation Cartridges - Distribution        
999997826071185,KO,KO,Context Media,Context Media
999997826071186,KO,KO,Non-License PPL ,Non-License PPL 
999997826071187,KO,KO,System Monitoring Plug-in for Storage    ,System Monitoring Plug-in for Storage    
999997826071188,KO,KO,Revenue and Pricing Management   ,Revenue and Pricing Management   
999997826071189,KO,KO,CRM Applications ,CRM Applications 
999997826071190,KO,KO,Oracle Distributed Document Capture    ,Oracle Distributed Document Capture    
999997826071191,KO,KO,Universal Content Management   ,Universal Content Management   
999997826071192,KO,KO,Universal Records Management   ,Universal Records Management   
999997826071193,KO,KO,Advanced Customer Services  ,Advanced Customer Services  
999997826071194,KO,KO,Advanced Customer Services - T&M   ,Advanced Customer Services - T&M   
999997826071195,KO,KO,BEA,BEA
999997826071196,KO,KO,On Demand,On Demand
999997826071197,KO,KO,Functional Testing Accelerator for Web Services      ,Functional Testing Accelerator for Web Services      
999997826071198,KO,KO,Business Intelligence Technology   ,Business Intelligence Technology   
999997826071199,KO,KO,Hyperion Essbase - System 9   ,Hyperion Essbase - System 9   
999997826071200,KO,KO,Hyperion Web Analysis - System 9   ,Hyperion Web Analysis - System 9   
999997826071201,KO,KO,BPEL Process Manager ,BPEL Process Manager 
999997826071202,KO,KO,Web Services Manager ,Web Services Manager 
999997826071203,KO,KO,Enterprise Repository  ,Enterprise Repository  
999997826071204,KO,KO,Oracle User Productivity Kit (UPK)    ,Oracle User Productivity Kit (UPK)    
999997826071205,KO,KO,Test Manager for Web Applications     ,Test Manager for Web Applications     
999997826071206,KO,KO,Internet Application Server Standard Edition One      ,Internet Application Server Standard Edition One      
999997826071207,KO,KO,Other Application Server  ,Other Application Server  
999997826071208,KO,KO,Load Testing Accelerator for Siebel    ,Load Testing Accelerator for Siebel    
999997826071209,KO,KO,Pricing Analytics Fusion Edition   ,Pricing Analytics Fusion Edition   
999997826071210,KO,KO,C_Agile Product Lifecycle Management - BI     ,C_Agile Product Lifecycle Management - BI     
999997826071211,KO,KO,C_GRC (GRC Manager ,C_GRC (GRC Manager 
999997826071212,KO,KO,C_PSFT Enterprise - Tools  ,C_PSFT Enterprise - Tools  
999997826071213,KO,KO,C_SO_Transportation,C_SO_Transportation
999997826071214,KO,KO,Oracle Communications Network Integrity    ,Oracle Communications Network Integrity    
999997826071215,KO,KO,Oracle Remote Data Capture  ,Oracle Remote Data Capture  
999997826071216,KO,KO,Healthcare,Healthcare
999997826071217,KO,KO,Acquired Retail Applications   ,Acquired Retail Applications   
999997826071218,KO,KO,Non-License Support ,Non-License Support 
999997826071219,KO,KO,Role Manager,Role Manager
999997826071266,KO,KO,Unspecified & Other ,Unspecified & Other 
999997826071267,KO,KO,CBT Products - Active  ,CBT Products - Active  
999997826071268,KO,KO,Global Order Promising  ,Global Order Promising  
999997826070939,KO,KO,Oracle Communications MetaSolv Solution Modules - Trouble Management         ,Oracle Communications MetaSolv Solution Modules - Trouble Management         
999997826070777,KO,KO,Agile Product Data Management for Process     ,Agile Product Data Management for Process     
999997826070818,KO,KO,Oracle Configuration Controls for E-Business Suite      ,Oracle Configuration Controls for E-Business Suite      
999997826070859,KO,KO,750VR Servers,750VR Servers
999997826071305,KO,KO,Inventory Optimization  ,Inventory Optimization  
999997826071328,KO,KO,PeopleSoft Enterprise Asset Lifecycle Management      ,PeopleSoft Enterprise Asset Lifecycle Management      
300100014470072,US,US,SC_TEST,SC_TEST
300100014469779,US,US,Display of the PG: 471722:RelatedGroup Third PG 28249853000,Display of the PG: 471722:RelatedGroup Third PG 28249853000
300100014470074,US,US,SC_EC_TEST_ROOT,SC_EC_TEST_ROOT
300100014470077,US,US,SC_FA_TEST,SC_FA_TEST
300100014470112,US,US,SC_EC_TEST_NONE,SC_EC_TEST_NONE
300100014470115,US,US,SC_EC_TEST_Country,SC_EC_TEST_Country
300100014470118,US,US,SC_EC_TEST_Customer,SC_EC_TEST_Customer
300100014470121,US,US,SC_EC_TEST_City,SC_EC_TEST_City
300100014470124,US,US,SC_EC_TEST_Zip,SC_EC_TEST_Zip
300100014470127,US,US,SC_EC_TEST_State,SC_EC_TEST_State
100100016450616,KO,KO,PG with Relation Newd40642199021   ,PG with Relation Newd40642199021   
100100016450613,KO,KO,PG with Relation Newd40642199022   ,PG with Relation Newd40642199022   
100100016450615,KO,KO,PG with Relation Newd40642199023   ,PG with Relation Newd40642199023   
100100016450614,KO,KO,PG with Relation Newd40642199024   ,PG with Relation Newd40642199024   
300100031595776,US,US,BIQA_PR_ESS_Test1,BIQA_PR_ESS_Test1
300100031595776,KO,KO,BIQA_PR_ESS_Test1,BIQA_PR_ESS_Test1
300100011580003,US,US,QSC_TEST,QSC_TEST
300100006979727,US,US,1.Category under GCM Total Unspecified,1.Category under GCM Total Unspecified
300100006979727,KO,KO,1.Category under GCM Total Unspecified    ,1.Category under GCM Total Unspecified    
100100001738333,US,US,PG File Import TestN0602143,PG File Import TestN0602143
100100001738332,US,US,PG File Import TestN0602146,PG File Import TestN0602146
100100001738334,US,US,PG File Import TestN0602144,PG File Import TestN0602144
100100001738335,US,US,PG File Import TestN0602145,PG File Import TestN0602145
300100014469791,US,US,Display of the PG: 471722:RelatedGroup Third PG 1a553750589,Display of the PG: 471722:RelatedGroup Third PG 1a553750589
300100006979570,US,US,Display of 63229- 46201232449494622:Root PG Name,Display of 63229- 46201232449494622:Root PG Name
300100006979570,KO,KO,Display of 63229- 46201232449494622:Root PG Name      ,Display of 63229- 46201232449494622:Root PG Name      
300100006979485,US,US,1.Category under GCM Total Unspecified,1.Category under GCM Total Unspecified
300100006979485,KO,KO,1.Category under GCM Total Unspecified    ,1.Category under GCM Total Unspecified    
300100006979572,US,US,Display of:63229- 4620123254044624:Sub PG Name,Display of:63229- 4620123254044624:Sub PG Name
300100006979572,KO,KO,Display of:63229- 4620123254044624:Sub PG Name     ,Display of:63229- 4620123254044624:Sub PG Name     
100100001735594,US,US,PG File Import TestM108032,PG File Import TestM108032
100100001735595,US,US,PG File Import TestN108031,PG File Import TestN108031
100100003252471,US,US,PG File Import TestN0602143,PG File Import TestN0602143
100100003252468,US,US,PG File Import TestN0602144,PG File Import TestN0602144
100100001735596,US,US,PG File Import TestM108031,PG File Import TestM108031
100100001735597,US,US,PG File Import TestN108032,PG File Import TestN108032
300100006979687,KO,KO,Display of:63229- 46201263739390344:Sub PG Name      ,Display of:63229- 46201263739390344:Sub PG Name      
100100003252469,US,US,PG File Import TestN0602145,PG File Import TestN0602145
300100006979685,US,US,Display of 63229- 46201263719190342:Root PG Name,Display of 63229- 46201263719190342:Root PG Name
300100006979685,KO,KO,Display of 63229- 46201263719190342:Root PG Name      ,Display of 63229- 46201263719190342:Root PG Name      
100100003252470,US,US,PG File Import TestN0602146,PG File Import TestN0602146
300100006979687,US,US,Display of:63229- 46201263739390344:Sub PG Name,Display of:63229- 46201263739390344:Sub PG Name
300100014469821,US,US,Display of the PG: 471722:RelatedGroup Third PG 2e557423339,Display of the PG: 471722:RelatedGroup Third PG 2e557423339
300100014469823,US,US,Display of the PG: 471722:RelatedGroup First PG c3357754586,Display of the PG: 471722:RelatedGroup First PG c3357754586
100100001738333,KO,KO,PG File Import TestN0602143   ,PG File Import TestN0602143   
100100001738334,KO,KO,PG File Import TestN0602144   ,PG File Import TestN0602144   
100100001738335,KO,KO,PG File Import TestN0602145   ,PG File Import TestN0602145   
100100001738332,KO,KO,PG File Import TestN0602146   ,PG File Import TestN0602146   
300100014469825,US,US,Display of the PG: 471722:RelatedGroup Second PG e0757817151,Display of the PG: 471722:RelatedGroup Second PG e0757817151
300100014469827,US,US,Display of the PG: 471722:RelatedGroup Third PG 2e557876060,Display of the PG: 471722:RelatedGroup Third PG 2e557876060
300100014469837,US,US,Display of the PG: 471722:RelatedGroup Second PG b4359272223,Display of the PG: 471722:RelatedGroup Second PG b4359272223
300100014469839,US,US,Display of the PG: 471722:RelatedGroup Third PG 41e59283817,Display of the PG: 471722:RelatedGroup Third PG 41e59283817
300100014469819,US,US,Display of the PG: 471722:RelatedGroup Second PG 8e757363165,Display of the PG: 471722:RelatedGroup Second PG 8e757363165
300100014469841,US,US,Display of the PG: 471722:RelatedGroup First PG 6b759602236,Display of the PG: 471722:RelatedGroup First PG 6b759602236
300100014469843,US,US,Display of the PG: 471722:RelatedGroup Second PG e6f59618236,Display of the PG: 471722:RelatedGroup Second PG e6f59618236
300100014469845,US,US,Display of the PG: 471722:RelatedGroup Third PG 05059630409,Display of the PG: 471722:RelatedGroup Third PG 05059630409
300100039892087,US,US,ZSF_Unspecified_New_Product,ZSF_Unspecified_New_Product
300100014469793,US,US,Display of the PG: 471722:RelatedGroup First PG 54754926322,Display of the PG: 471722:RelatedGroup First PG 54754926322
300100014469797,US,US,Display of the PG: 471722:RelatedGroup Third PG dcf54955745,Display of the PG: 471722:RelatedGroup Third PG dcf54955745
300100025245867,US,US,zBIQASD_Amtrack,zBIQASD_Amtrack
300100025245870,US,US,zBIQASD_Subway,zBIQASD_Subway
300100025245867,KO,US,zBIQASD_Amtrack,zBIQASD_Amtrack
300100025245870,KO,US,zBIQASD_Subway,zBIQASD_Subway
300100025245905,US,US,zBIQASD_two_wheelers,zBIQASD_two_wheelers
300100025245905,KO,US,zBIQASD_two_wheelers,zBIQASD_two_wheelers
300100025245952,US,US,zBIQASD_city bike,zBIQASD_city bike
300100025245952,KO,KO,zBIQASD_city bike ,zBIQASD_city bike 
300100025245955,US,US,zBIQASD_mountain bike,zBIQASD_mountain bike
300100025245955,KO,KO,zBIQASD_mountain bike  ,zBIQASD_mountain bike  
300100025245998,US,US,zBIQASD_Touring bike,zBIQASD_Touring bike
300100025245998,KO,KO,zBIQASD_Touring bike ,zBIQASD_Touring bike 
300100025246001,US,US,zBIQASD_Sports bike,zBIQASD_Sports bike
300100025246001,KO,KO,zBIQASD_Sports bike ,zBIQASD_Sports bike 
300100025246052,US,US,BIQA_CRM_PG1,BIQA_CRM_PG1
300100025246052,KO,US,BIQA_CRM_PG1,BIQA_CRM_PG1
300100025246054,US,US,BIQA_CRM_SUBPG1,BIQA_CRM_SUBPG1
300100025246054,KO,US,BIQA_CRM_SUBPG1,BIQA_CRM_SUBPG1
300100025246057,US,US,BIQA_CRM_SUBPG2,BIQA_CRM_SUBPG2
300100025246057,KO,US,BIQA_CRM_SUBPG2,BIQA_CRM_SUBPG2
300100025246060,US,US,BIQA_CRM_SUB3,BIQA_CRM_SUB3
300100025246060,KO,US,BIQA_CRM_SUB3,BIQA_CRM_SUB3
300100014469803,US,US,Display of the PG: 471722:RelatedGroup Third PG 26855296523,Display of the PG: 471722:RelatedGroup Third PG 26855296523
300100025246116,US,US,BIQA_CRM_PG2,BIQA_CRM_PG2
300100025246116,KO,US,BIQA_CRM_PG2,BIQA_CRM_PG2
300100025246218,US,US,BIQA_CRM_PG3,BIQA_CRM_PG3
300100025246218,KO,US,BIQA_CRM_PG3,BIQA_CRM_PG3
300100025246220,US,US,BIQA_CRM3_SUB1,BIQA_CRM3_SUB1
300100025246220,KO,US,BIQA_CRM3_SUB1,BIQA_CRM3_SUB1
300100025246223,US,US,BIQA_CRM3_SUB2,BIQA_CRM3_SUB2
300100025246223,KO,US,BIQA_CRM3_SUB2,BIQA_CRM3_SUB2
300100025246226,US,US,BIQA_CRM3_SUB3,BIQA_CRM3_SUB3
300100025246226,KO,US,BIQA_CRM3_SUB3,BIQA_CRM3_SUB3
300100025246319,US,US,BIQA_CRM_PG5,BIQA_CRM_PG5
300100025246319,KO,US,BIQA_CRM_PG5,BIQA_CRM_PG5
300100025246321,US,US,BIQA_CRM5_SUB1,BIQA_CRM5_SUB1
300100025246321,KO,US,BIQA_CRM5_SUB1,BIQA_CRM5_SUB1
300100025246324,US,US,BIQA_CRM5_SUB2,BIQA_CRM5_SUB2
300100025246324,KO,US,BIQA_CRM5_SUB2,BIQA_CRM5_SUB2
300100025246327,US,US,BIQA_CRM5_SUB3,BIQA_CRM5_SUB3
300100025246327,KO,US,BIQA_CRM5_SUB3,BIQA_CRM5_SUB3
300100039891808,US,US,DP_ItemsVerification,DP_ItemsVerification
300100039891808,KO,US,DP_ItemsVerification,DP_ItemsVerification
300100039892087,KO,US,ZSF_Unspecified_New_Product,ZSF_Unspecified_New_Product
300100007502511,US,US,1.Category under GCM Total Unspecified,1.Category under GCM Total Unspecified
300100007502511,KO,KO,1.Category under GCM Total Unspecified    ,1.Category under GCM Total Unspecified    
300100007502545,US,US,WAVE_12,WAVE_12
300100007502545,KO,US,WAVE_12,WAVE_12
100100006470228,US,US,PG File Import TestN108031,PG File Import TestN108031
100100006470229,US,US,PG File Import TestM108031,PG File Import TestM108031
100100006470230,US,US,PG File Import TestN108032,PG File Import TestN108032
100100006470231,US,US,PG File Import TestM108032,PG File Import TestM108032
300100014470438,US,US,Display of 63229- 18201301522228222:Root PG Name,Display of 63229- 18201301522228222:Root PG Name
300100014470440,US,US,1.Category under GCM Total Unspecified,1.Category under GCM Total Unspecified
300100014470442,US,US,Display of:63229- 18201301536368224:Sub PG Name,Display of:63229- 18201301536368224:Sub PG Name
100100001735595,KO,KO,PG File Import TestN108031  ,PG File Import TestN108031  
100100001735596,KO,KO,PG File Import TestM108031  ,PG File Import TestM108031  
100100001735597,KO,KO,PG File Import TestN108032  ,PG File Import TestN108032  
100100001735594,KO,KO,PG File Import TestM108032  ,PG File Import TestM108032  
100100001738747,US,US,PG File Import TestM108032,PG File Import TestM108032
100100001738748,US,US,PG File Import TestN108031,PG File Import TestN108031
100100001738746,US,US,PG File Import TestM108031,PG File Import TestM108031
100100001738749,US,US,PG File Import TestN108032,PG File Import TestN108032
100100001738748,KO,KO,PG File Import TestN108031  ,PG File Import TestN108031  
100100001738746,KO,KO,PG File Import TestM108031  ,PG File Import TestM108031  
100100001738749,KO,KO,PG File Import TestN108032  ,PG File Import TestN108032  
100100001738747,KO,KO,PG File Import TestM108032  ,PG File Import TestM108032  
300100007502528,US,US,1.Category under GCM Total Unspecified,1.Category under GCM Total Unspecified
300100007502528,KO,KO,1.Category under GCM Total Unspecified    ,1.Category under GCM Total Unspecified    
300100010799786,US,US,Display of:63229- 53020122241419634:Sub PG Name,Display of:63229- 53020122241419634:Sub PG Name
300100011579819,US,US,Display of:63229- 828201212324044224:Sub PG Name,Display of:63229- 828201212324044224:Sub PG Name
300100014469805,US,US,Display of the PG: 471722:RelatedGroup First PG fdf55926110,Display of the PG: 471722:RelatedGroup First PG fdf55926110
300100014469807,US,US,Display of the PG: 471722:RelatedGroup Second PG de355989972,Display of the PG: 471722:RelatedGroup Second PG de355989972
300100014469809,US,US,Display of the PG: 471722:RelatedGroup Third PG b4756049771,Display of the PG: 471722:RelatedGroup Third PG b4756049771
300100025245837,US,US,zBIQAsd_Roadways,zBIQAsd_Roadways
300100025245837,KO,US,zBIQAsd_Roadways,zBIQAsd_Roadways
100100016449630,US,US,PG File Import Name New5db63325333 1,PG File Import Name New5db63325333 1
100100016449629,US,US,PG File Import Name New5db63325333 2,PG File Import Name New5db63325333 2
100100016449631,US,US,PG File Import Name New5db63325333 3,PG File Import Name New5db63325333 3
100100016449632,US,US,PG File Import Name New5db63325333 4,PG File Import Name New5db63325333 4
100100002758660,US,US,PG File Import TestN0602143,PG File Import TestN0602143
100100002758658,US,US,PG File Import TestN0602144,PG File Import TestN0602144
100100002758657,US,US,PG File Import TestN0602145,PG File Import TestN0602145
100100002758659,US,US,PG File Import TestN0602146,PG File Import TestN0602146
300100010799761,US,US,1.Category under GCM Total Unspecified,1.Category under GCM Total Unspecified
300100010799898,US,US,1.Category under GCM Total Unspecified,1.Category under GCM Total Unspecified
300100010799784,US,US,Display of 63229- 53020122224249632:Root PG Name,Display of 63229- 53020122224249632:Root PG Name
300100025246180,US,US,BIQA_CRM2_SUB2,BIQA_CRM2_SUB2
300100025246180,KO,US,BIQA_CRM2_SUB2,BIQA_CRM2_SUB2
300100025246183,US,US,BIQA_CRM2_SUB3,BIQA_CRM2_SUB3
300100025246177,US,US,BIQA_CRM2_SUB1,BIQA_CRM2_SUB1
300100025246177,KO,US,BIQA_CRM2_SUB1,BIQA_CRM2_SUB1
300100025246183,KO,US,BIQA_CRM2_SUB3,BIQA_CRM2_SUB3
300100025246269,US,US,BIQA_CRM_PG4,BIQA_CRM_PG4
300100025246269,KO,US,BIQA_CRM_PG4,BIQA_CRM_PG4
300100025246271,US,US,BIQA_CRM4_SUB1,BIQA_CRM4_SUB1
300100025246271,KO,US,BIQA_CRM4_SUB1,BIQA_CRM4_SUB1
300100025246274,US,US,BIQA_CRM4_SUB2,BIQA_CRM4_SUB2
300100025246274,KO,US,BIQA_CRM4_SUB2,BIQA_CRM4_SUB2
300100025246277,US,US,BIQA_CRM4_SUB3,BIQA_CRM4_SUB3
300100025246277,KO,US,BIQA_CRM4_SUB3,BIQA_CRM4_SUB3
300100025246369,US,US,DP_TEST,DP_TEST
300100025246369,KO,US,DP_TEST,DP_TEST
100100016449630,KO,KO,PG File Import Name New5db63325333 1    ,PG File Import Name New5db63325333 1    
100100016449629,KO,KO,PG File Import Name New5db63325333 2    ,PG File Import Name New5db63325333 2    
300100031595957,US,US,Fuse Active Sub PG,Fuse Active Sub PG
300100031595957,KO,KO,Fuse Active Sub PG ,Fuse Active Sub PG 
100100016449631,KO,KO,PG File Import Name New5db63325333 3    ,PG File Import Name New5db63325333 3    
100100016449632,KO,KO,PG File Import Name New5db63325333 4    ,PG File Import Name New5db63325333 4    
300100031595982,US,US,Fuse Inactive Sub PG,Fuse Inactive Sub PG
300100031595982,KO,KO,Fuse Inactive Sub PG ,Fuse Inactive Sub PG 
300100031595995,US,US,Fuse Ineffective Sub PG,Fuse Ineffective Sub PG
300100031595995,KO,KO,Fuse Ineffective Sub PG  ,Fuse Ineffective Sub PG  
300100011579883,US,US,EC_TEST_Root Display,EC_TEST_Root Display
300100011579885,US,US,EC_TEST_NONE Display,EC_TEST_NONE Display
300100011579888,US,US,EC_TEST_Country,EC_TEST_Country
300100011579891,US,US,EC_TEST_State,EC_TEST_State
300100011579894,US,US,EC_TEST_City,EC_TEST_City
300100011579897,US,US,EC_TEST_Zip,EC_TEST_Zip
300100011579900,US,US,EC_TEST_Customer,EC_TEST_Customer
300100011580006,US,US,FA_TEST,FA_TEST
300100031595846,US,US,Display of the PG: Auto PG Test id 416613:b1451479751,Display of the PG: Auto PG Test id 416613:b1451479751
300100031595846,KO,KO,Display of the PG: Auto PG Test id 416613:b1451479751      ,Display of the PG: Auto PG Test id 416613:b1451479751      
300100031595849,US,US,Display of Auto Sub PG for test id 416613:79051513423,Display of Auto Sub PG for test id 416613:79051513423
300100031595849,KO,KO,Display of Auto Sub PG for test id 416613:79051513423      ,Display of Auto Sub PG for test id 416613:79051513423      
300100039891857,US,US,DP_Inactive_PG,DP_Inactive_PG
300100039891865,US,US,DP_Ineffective_PG,DP_Ineffective_PG
300100039891857,KO,US,DP_Inactive_PG,DP_Inactive_PG
300100039891865,KO,US,DP_Ineffective_PG,DP_Ineffective_PG
300100039891869,US,US,DP_Inactive_Relationship_PG,DP_Inactive_Relationship_PG
300100039891869,KO,US,DP_Inactive_Relationship_PG,DP_Inactive_Relationship_PG
300100039891873,US,US,DP_Ineffective_Relationship_PG,DP_Ineffective_Relationship_PG
300100039891873,KO,US,DP_Ineffective_Relationship_PG,DP_Ineffective_Relationship_PG
300100039891877,US,US,"DP_PGWithSpecialCharacters_`~!@#$%^&*()_{}|:""<>?-./;]\-","DP_PGWithSpecialCharacters_`~!@#$%^&*()_{}|:""<>?-./;]\-"
300100039891877,KO,KO,"DP_PGWithSpecialCharacters_`~!@#$%^&*()_{}|:""<>?-./;]\-","DP_PGWithSpecialCharacters_`~!@#$%^&*()_{}|:""<>?-./;]\-"
300100039891905,US,US,B&#281,B&#281
300100039891905,KO,KO,B&#281,B&#281
300100039891889,US,US,DP_ASCII&#75,DP_ASCII&#75
300100039891889,KO,US,DP_ASCII&#75,DP_ASCII&#75
300100039891893,US,US,DP_ASCII&#32,DP_ASCII&#32
300100039891893,KO,US,DP_ASCII&#32,DP_ASCII&#32
300100039891897,US,US,DP_ASCII&#126,DP_ASCII&#126
300100039891897,KO,US,DP_ASCII&#126,DP_ASCII&#126
300100039891901,US,US,DP Chinese DB Standard Edition* 30 U,DP Chinese DB Standard Edition* 30 U
300100039891901,KO,KO,DP Chinese DB Standard Edition* 30 U     ,DP Chinese DB Standard Edition* 30 U     
300100011579822,US,US,1.Category under GCM Total Unspecified,1.Category under GCM Total Unspecified
300100011579817,US,US,Display of 63229- 8282012123146464222:Root PG Name,Display of 63229- 8282012123146464222:Root PG Name
300100014470325,US,US,1.Category under GCM Total Unspecified,1.Category under GCM Total Unspecified
300100014470327,US,US,Display of:63229- 172013192342428494:Sub PG Name,Display of:63229- 172013192342428494:Sub PG Name
100100003220939,US,US,PG File Import TestN108031,PG File Import TestN108031
100100003220940,US,US,PG File Import TestM108031,PG File Import TestM108031
100100003220941,US,US,PG File Import TestN108032,PG File Import TestN108032
100100003220942,US,US,PG File Import TestM108032,PG File Import TestM108032
300100014469813,US,US,Display of the PG: 471722:RelatedGroup Second PG 29956482725,Display of the PG: 471722:RelatedGroup Second PG 29956482725
300100014469815,US,US,Display of the PG: 471722:RelatedGroup Third PG ef056562463,Display of the PG: 471722:RelatedGroup Third PG ef056562463
300100014469817,US,US,Display of the PG: 471722:RelatedGroup First PG 65e57300100,Display of the PG: 471722:RelatedGroup First PG 65e57300100
300100014469829,US,US,Display of the PG: 471722:RelatedGroup First PG 3a458665965,Display of the PG: 471722:RelatedGroup First PG 3a458665965
300100014469831,US,US,Display of the PG: 471722:RelatedGroup Second PG 2c558682153,Display of the PG: 471722:RelatedGroup Second PG 2c558682153
300100014469833,US,US,Display of the PG: 471722:RelatedGroup Third PG fef58694013,Display of the PG: 471722:RelatedGroup Third PG fef58694013
300100014469835,US,US,Display of the PG: 471722:RelatedGroup First PG 7f759255613,Display of the PG: 471722:RelatedGroup First PG 7f759255613
300100031595786,US,US,BIQA_PR_ESS_Test2,BIQA_PR_ESS_Test2
300100031595786,KO,KO,BIQA_PR_ESS_Test2,BIQA_PR_ESS_Test2
300100031595788,US,US,BIQA_PR_ESS_Test3,BIQA_PR_ESS_Test3
300100031595788,KO,KO,BIQA_PR_ESS_Test3,BIQA_PR_ESS_Test3
300100010799833,US,US,1.Category under GCM Total Unspecified,1.Category under GCM Total Unspecified
100100003252513,US,US,PG File Import TestN108031,PG File Import TestN108031
100100003252511,US,US,PG File Import TestM108031,PG File Import TestM108031
100100003252512,US,US,PG File Import TestN108032,PG File Import TestN108032
100100003252514,US,US,PG File Import TestM108032,PG File Import TestM108032
300100014469781,US,US,Display of the PG: 471722:RelatedGroup First PG 91052536149,Display of the PG: 471722:RelatedGroup First PG 91052536149
300100014469783,US,US,Display of the PG: 471722:RelatedGroup Second PG e7252551431,Display of the PG: 471722:RelatedGroup Second PG e7252551431
300100014469785,US,US,Display of the PG: 471722:RelatedGroup Third PG f0652564962,Display of the PG: 471722:RelatedGroup Third PG f0652564962
300100014469795,US,US,Display of the PG: 471722:RelatedGroup Second PG ef054943463,Display of the PG: 471722:RelatedGroup Second PG ef054943463
300100014469811,US,US,Display of the PG: 471722:RelatedGroup First PG ec156400128,Display of the PG: 471722:RelatedGroup First PG ec156400128
300100014470242,US,US,Ineffective_TEsting_001 Display name,Ineffective_TEsting_001 Display name
300100014470245,US,US,Ineffective_TEsting_002,Ineffective_TEsting_002
300100014470248,US,US,Inactive_TEsting_001 Display,Inactive_TEsting_001 Display
300100014470251,US,US,Inactive_TEsting_002,Inactive_TEsting_002
300100014470254,US,US,Ineffective_TEsting_003,Ineffective_TEsting_003
300100014469789,US,US,Display of the PG: 471722:RelatedGroup Second PG b2c53738604,Display of the PG: 471722:RelatedGroup Second PG b2c53738604
300100014469787,US,US,Display of the PG: 471722:RelatedGroup First PG cbf53722025,Display of the PG: 471722:RelatedGroup First PG cbf53722025
300100014469799,US,US,Display of the PG: 471722:RelatedGroup First PG 92e55171815,Display of the PG: 471722:RelatedGroup First PG 92e55171815
300100014469801,US,US,Display of the PG: 471722:RelatedGroup Second PG bac55234771,Display of the PG: 471722:RelatedGroup Second PG bac55234771
100100006468915,US,US,PG File Import TestN0602143,PG File Import TestN0602143
100100006468917,US,US,PG File Import TestN0602144,PG File Import TestN0602144
100100006468916,US,US,PG File Import TestN0602145,PG File Import TestN0602145
100100006468918,US,US,PG File Import TestN0602146,PG File Import TestN0602146
300100025245776,US,US,zBIQAsd_Public_Transportation,zBIQAsd_Public_Transportation
300100025245776,KO,US,zBIQAsd_Public_Transportation,zBIQAsd_Public_Transportation
300100025245852,US,US,zBIQAsd_Railways,zBIQAsd_Railways
300100025245852,KO,US,zBIQAsd_Railways,zBIQAsd_Railways
300100014469775,US,US,Display of the PG: 471722:RelatedGroup First PG 52949816327,Display of the PG: 471722:RelatedGroup First PG 52949816327
300100014469777,US,US,Display of the PG: 471722:RelatedGroup Second PG 19e49839625,Display of the PG: 471722:RelatedGroup Second PG 19e49839625
300100014469973,US,US,BIQASD_Furniture,BIQASD_Furniture
300100014469975,US,US,BIQASD_Desk,BIQASD_Desk
300100014469978,US,US,BIQASD_Footrest,BIQASD_Footrest
300100014469981,US,US,ZBIQASD_Furniture,ZBIQASD_Furniture
300100014469983,US,US,ZBIQASD_Desk,ZBIQASD_Desk
300100014469986,US,US,ZBIQASD_Footrest,ZBIQASD_Footrest
300100014469989,US,US,ZBIQASD_Footrest_high,ZBIQASD_Footrest_high
300100014469992,US,US,ZBIQASD_Footrest_low,ZBIQASD_Footrest_low
300100014469995,US,US,ZBIQASD_Footrest_medium,ZBIQASD_Footrest_medium
300100014470232,US,US,Display of the PG: 471925 PG:2ce80081911,Display of the PG: 471925 PG:2ce80081911
300100014470323,US,US,Display of 63229- 172013192328288492:Root PG Name,Display of 63229- 172013192328288492:Root PG Name
300100025245822,US,US,zBIQAsd_Airways,zBIQAsd_Airways
300100025245822,KO,US,zBIQAsd_Airways,zBIQAsd_Airways
300100025245920,US,US,zBIQASD_Motorbikes,zBIQASD_Motorbikes
